自制	4.69	5.36
小吃	4.69	5.36
誠懇	4.84	5.21
不擇手段	4.55	5.37
病症	4.59	5.32
令人髮指	4.18	5.51
患有	4.61	5.33
挫傷	4.59	5.34
鮮豔	4.79	5.3
落淚	4.37	5.28
抹黑	4.44	5.53
捐助	4.73	5.36
媽	4.69	5.36
毛病	4.36	5.17
贏得	4.75	5.39
冒用	4.65	5.37
故宮	4.69	5.36
肺部	4.61	5.31
長大成人	4.65	5.39
發亮	4.64	5.28
平凡	4.68	5.22
典雅	4.78	5.24
感性	4.72	5.23
傷重	4.69	5.36
困惑	4.56	5.3
哀嚎	4.16	5.41
風情	4.81	5.34
內戰	4.69	5.36
皮膚	4.57	5.28
欣喜若狂	4.35	5.38
沒	4.58	5.32
不要	4.65	5.31
單親	4.71	5.35
殺害	4.38	5.46
情感	4.6	5.26
片	4.69	5.36
十方	4.66	5.39
晉級	4.75	5.39
判刑	4.4	5.46
美麗	5.05	5.33
任意	4.69	5.36
觀賞	4.69	5.36
害怕	4.49	5.28
輕柔	4.73	5.18
逃出	4.69	5.36
氣氛	4.61	5.27
起立	4.68	5.34
盛讚	4.71	5.47
簡直	4.52	5.25
問題	4.7	5.38
菜	4.69	5.36
太過	4.27	5.27
納悶	4.38	5.25
巨片	4.69	5.36
戰	4.75	5.39
戲	4.69	5.36
戀	4.64	5.31
隊友	4.82	5.48
戒	4.69	5.36
醫治	4.63	5.34
榮獲	4.94	5.43
主義	4.69	5.36
睡眠	4.62	5.32
低廉	4.8	5.32
男友	4.66	5.4
搶奪	4.4	5.51
記得	4.77	5.27
勝	4.75	5.39
關係	4.65	5.35
擅於	4.87	5.24
西裝	4.72	5.3
心寒	4.6	5.3
喜氣洋洋	4.94	5.36
奉獻給	4.67	5.33
裝飾	4.76	5.35
必須	4.81	5.37
嘉許	4.69	5.36
虛擬	4.69	5.36
邱	4.69	5.36
到庭	4.45	5.44
打扮	4.9	5.2
雕琢	4.79	5.34
對於	4.77	5.38
翻倒	4.53	5.35
有助於	4.8	5.34
歌	4.69	5.36
歪	4.69	5.36
急症	4.69	5.36
求醫	4.56	5.31
來襲	4.69	5.36
美國隊	4.89	5.45
周延	4.69	5.36
衰落	4.7	5.36
細故	4.39	5.38
別有用心	4.53	5.42
流露	4.74	5.2
殺人	4.6	5.43
佩服	4.74	5.36
止血	4.57	5.34
部隊	4.66	5.42
封王	4.79	5.41
長輩	4.91	5.41
愛情觀	4.73	5.26
神情	4.73	5.17
撒嬌	4.75	5.2
處以	4.49	5.43
痛心	4.44	5.45
長大	4.67	5.32
軍國主義	4.69	5.36
情思	4.64	5.29
逛	4.69	5.36
逃	4.69	5.39
枯燥	4.62	5.28
含有	4.69	5.36
對不起	4.88	5.33
吃	4.65	5.38
踐踏	4.29	5.5
亢進	4.6	5.31
媽媽	4.93	5.44
殺人罪	4.37	5.48
獎助學金	4.75	5.37
薄弱	4.66	5.32
正好	4.69	5.36
好動	4.82	5.18
亮眼	4.74	5.34
罹	4.66	5.35
罵	4.41	5.37
罪	4.67	5.39
多頭	4.65	5.37
形勢	4.58	5.41
男朋友	4.82	5.35
受驚	4.35	5.32
不要臉	4.5	5.29
不勝唏噓	4.5	5.37
強盜	4.56	5.45
感覺	4.47	5.07
謾罵	4.37	5.49
美感	4.82	5.29
抵抗	4.61	5.49
跌倒	4.51	5.34
亮麗	4.84	5.22
胸	4.69	5.36
唯有	4.57	5.32
演員	4.69	5.36
背	4.69	5.36
甜點	4.67	5.37
匪夷所思	4.4	5.34
窮苦	4.87	5.39
騙得	4.58	5.35
頸部	4.65	5.36
功力	4.73	5.34
難忘	4.8	5.24
直落	4.74	5.39
臉蛋	4.67	5.22
至極	4.44	5.3
獲贈	4.69	5.36
未遂	4.42	5.47
廢棄物	4.63	5.36
李安	4.82	5.38
沒關係	4.7	5.33
摸	4.69	5.36
同感	4.6	5.35
腿	4.69	5.36
締造	4.82	5.42
箝制	4.65	5.45
復甦	4.7	5.36
逃往	4.69	5.39
笑聲	4.67	5.19
過時	4.65	5.36
自助餐	4.69	5.36
盡情	4.81	5.31
死傷	4.64	5.44
瀑布	4.69	5.36
幻覺	4.58	5.34
描述	4.64	5.36
忘	4.67	5.31
粵菜	4.69	5.36
萬分	4.61	5.41
笑笑	4.76	5.4
急救	4.69	5.35
小時候	4.71	5.3
信徒	4.69	5.36
悶熱	4.69	5.36
懂事	4.76	5.19
雙腳	4.66	5.4
屠殺	4.63	5.47
善念	4.78	5.31
底部	4.72	5.35
這樣	4.54	5.31
主演	4.69	5.36
支氣管	4.6	5.31
訝異	4.61	5.25
包子	4.68	5.37
費用	4.72	5.36
料理	4.7	5.36
苦笑	4.48	5.27
博物館	4.69	5.36
缺氧	4.62	5.31
臉	4.6	5.35
女人	4.81	5.3
金色	4.68	5.35
失當	4.47	5.47
勝仗	4.85	5.44
二審	4.51	5.43
自己	4.59	5.33
真愛	4.83	5.37
勢力	4.69	5.36
劍拔弩張	4.46	5.43
問好	4.78	5.33
調侃	4.52	5.35
繁雜	4.73	5.32
軍隊	4.65	5.44
老是	4.57	5.21
婚後	4.66	5.38
撫摸	4.35	5.28
垃圾車	4.69	5.36
落敗	4.9	5.46
不得了	4.73	5.18
甲狀腺	4.62	5.34
造型	4.76	5.35
景美	4.69	5.36
卓越	4.69	5.36
裙	4.69	5.36
氛圍	4.74	5.35
精銳	4.69	5.36
逛街	4.64	5.34
感到	4.45	5.33
入冬	4.69	5.36
易懂	4.77	5.33
大獎	4.89	5.39
金像獎	4.87	5.39
縫合	4.53	5.34
過度	4.35	5.22
敢	4.59	5.32
敗	4.75	5.39
捍衛	4.78	5.38
客氣	4.6	5.19
同性	4.71	5.36
歲月	4.83	5.3
之意	4.69	5.36
德	4.69	5.36
有點	4.53	5.13
玩家	4.74	5.39
贊成	4.69	5.36
有加	4.96	5.37
家屬	4.58	5.43
民黨	4.69	5.36
歉意	4.56	5.37
精品	4.69	5.36
婉約	4.7	5.11
母親	4.85	5.4
局勢	4.61	5.39
剝離	4.65	5.35
票房	4.69	5.36
便宜	4.71	5.33
常常	4.45	5.21
軟化	4.55	5.3
受困	4.64	5.4
下巴	4.64	5.33
中傷	4.28	5.5
名次	4.69	5.36
深感	4.59	5.45
定罪	4.43	5.45
節奏	4.69	5.36
電影	4.87	5.39
情調	4.8	5.26
執導	4.69	5.36
情海	4.7	5.37
賢	4.69	5.36
眼眶	4.66	5.36
走路	4.63	5.37
冠軍賽	4.74	5.39
誘騙	4.59	5.41
被害	4.44	5.43
景緻	4.75	5.35
炮火	4.64	5.43
三勝	4.87	5.44
稀有	4.69	5.36
殊榮	4.96	5.43
關愛	4.77	5.37
人權	4.69	5.36
煮	4.69	5.36
哭笑不得	4.37	5.28
氣派	4.79	5.3
怨氣	4.45	5.39
傷口	4.6	5.32
清廉	4.72	5.39
不齒	4.61	5.38
外型	4.82	5.18
過世	4.71	5.35
擁戴	4.91	5.4
觀世音	4.69	5.36
舞蹈	4.69	5.36
自嘲	4.73	5.28
送往	4.61	5.36
刻畫	4.76	5.35
餐點	4.69	5.36
相處	4.55	5.28
昏迷不醒	4.46	5.37
智	4.69	5.36
喜好	4.83	5.3
淚水	4.64	5.32
愛恨	4.83	5.35
行徑	4.37	5.48
考驗	4.69	5.36
新人獎	4.87	5.39
復古	4.76	5.35
開朗	4.94	5.25
紛亂	4.59	5.37
找	4.49	5.34
大典	4.69	5.36
磨難	4.55	5.4
現世	4.65	5.37
咆哮	4.68	5.44
品味	4.78	5.32
愛不釋手	4.75	5.19
收養	4.71	5.35
詮釋	4.69	5.36
傳喚	4.43	5.47
客房	4.69	5.36
悉心	4.72	5.39
誇讚	4.71	5.3
更審	4.54	5.42
眼皮	4.59	5.3
大餐	4.78	5.38
討厭	4.83	5.17
頭暈	4.49	5.25
提訊	4.58	5.41
竊盜	4.48	5.43
居心叵測	4.53	5.43
奮鬥	4.73	5.34
好吃	4.65	5.29
偏激	4.5	5.34
心力	4.69	5.36
乖	4.58	5.33
獨特	4.82	5.2
診治	4.62	5.33
個人獎	4.88	5.39
泣訴	4.43	5.36
青菜	4.66	5.36
遺體	4.63	5.36
質感	4.8	5.25
愛上	4.82	5.33
愜意	4.74	5.24
怪怪	4.74	5.35
莫名	4.52	5.33
掌聲	4.76	5.34
貼心	4.86	5.15
對付	4.64	5.43
痛罵	4.42	5.45
感悟	4.6	5.33
睡覺	4.42	5.26
胃	4.59	5.33
兇殘	4.65	5.36
和聲	4.69	5.36
青澀	4.66	5.33
影評人	4.83	5.38
期許	4.69	5.43
聲援	4.61	5.46
唯美	4.82	5.25
不好意思	4.46	5.21
勸架	4.35	5.38
前景	4.69	5.36
感人	4.79	5.24
加持	4.69	5.36
畫集	4.69	5.36
響起	4.77	5.34
多彩	4.78	5.34
中式	4.69	5.36
生日快樂	4.73	5.32
你	4.8	5.3
想到	4.5	5.31
開刀	4.63	5.34
解答	4.69	5.36
大敗	4.69	5.39
令	4.59	5.39
文書	4.58	5.4
窩心	4.57	5.23
生魚片	4.66	5.36
貪腐	4.56	5.44
惶惶	4.63	5.35
物質	4.64	5.37
取締	4.69	5.36
恭禧	4.75	5.36
安打	4.69	5.36
真是	4.65	5.28
財源	4.67	5.35
殖民	4.69	5.36
可惡	4.45	5.19
當心	4.67	5.36
致癌物	4.65	5.37
個性	4.83	5.17
此起彼落	4.59	5.39
海帶	4.65	5.37
觸犯	4.47	5.46
昏迷	4.54	5.37
敲出	4.69	5.36
口味	4.69	5.36
誤導	4.46	5.45
滄桑	4.71	5.37
相向	4.39	5.36
初賽	4.75	5.39
麻油	4.65	5.37
胡說八道	4.46	5.34
保佑	4.71	5.36
嚐鮮	4.76	5.37
內心	4.58	5.18
鬥毆	4.41	5.49
美女	4.85	5.36
罪魁禍首	4.54	5.44
手臂	4.59	5.42
聞到	4.44	5.22
出戰	4.82	5.42
前科	4.45	5.45
鯛	4.69	5.36
哀悼	4.67	5.42
推動	4.77	5.37
模樣	4.67	5.19
解決之道	4.68	5.41
賄賂	4.43	5.44
臉色	4.53	5.28
高院	4.53	5.42
流下	4.65	5.27
獎盃	4.83	5.43
坦克	4.69	5.36
上桌	4.64	5.38
爭訟	4.69	5.37
妳	4.72	5.27
闌尾	4.61	5.33
判處	4.44	5.45
過關斬將	4.86	5.43
薑	4.69	5.36
發育	4.63	5.35
媳婦	4.74	5.37
天氣	4.69	5.36
子女	4.71	5.35
文物	4.69	5.36
追平	4.89	5.45
化療	4.61	5.33
平復	4.46	5.34
抑止	4.58	5.37
海鮮	4.69	5.36
標竿	4.69	5.36
失分	4.74	5.39
不道德	4.39	5.47
趴	4.69	5.36
頭部	4.63	5.41
親人	4.63	5.33
優點	4.8	5.36
情侶	4.7	5.38
失戀	4.82	5.28
浪漫	4.87	5.3
美食	4.69	5.36
嘉勉	4.72	5.38
復發	4.6	5.32
漏尿	4.63	5.33
對手	4.85	5.44
手腳	4.48	5.33
羞澀	4.78	5.11
炸彈	4.58	5.42
高喊	4.64	5.39
救治	4.69	5.35
溶液	4.64	5.37
朝氣	4.79	5.25
論調	4.56	5.47
想要	4.55	5.29
颱風	4.69	5.36
痛斥	4.48	5.45
細緻	4.82	5.19
大礙	4.69	5.35
探底	4.61	5.34
得牌	4.89	5.45
呼救	4.33	5.42
知道	4.5	5.31
豔麗	4.83	5.25
古典	4.69	5.36
精巧	4.83	5.25
純真	4.66	5.22
菩薩	4.69	5.36
可能	4.59	5.34
效能	4.71	5.33
異味	4.62	5.31
不移	4.69	5.36
公公	4.69	5.36
上映	4.69	5.36
雙親	4.75	5.34
輕傷	4.65	5.36
阻塞性	4.59	5.32
低溫	4.71	5.33
蹲下來	4.65	5.31
振奮	4.67	5.38
誠意	4.65	5.41
義理	4.69	5.36
影片	4.83	5.38
和親	4.69	5.36
維妙維肖	4.66	5.29
吵架	4.5	5.23
輸給	4.91	5.46
景色	4.76	5.35
啦	4.69	5.36
啊	4.82	5.32
公然	4.39	5.51
刷新	4.82	5.42
罪嫌	4.44	5.46
不景氣	4.62	5.33
忍不住	4.56	5.22
發揚	4.68	5.4
頸動脈	4.54	5.37
小品	4.76	5.37
政治犯	4.51	5.44
肌理	4.76	5.26
熱忱	4.88	5.34
討好	4.53	5.31
陰冷	4.67	5.31
熱心	4.95	5.38
瀟灑	4.67	5.14
病患	4.61	5.33
症候	4.57	5.34
劫財	4.69	5.36
制裁	4.5	5.48
呼吸	4.6	5.29
憂心忡忡	4.42	5.43
不治	4.69	5.36
獲獎	4.69	5.36
憤怒	4.55	5.35
改編	4.69	5.36
魔力	4.64	5.39
眼神	4.83	5.11
犯錯	4.4	5.3
范	4.69	5.36
點點滴滴	4.71	5.32
悅耳	4.79	5.16
肺	4.62	5.32
享有	4.76	5.37
口渴	4.46	5.26
大罵	4.4	5.46
戀情	4.66	5.26
孝道	4.68	5.37
疾患	4.59	5.32
回應	4.58	5.45
犯案	4.39	5.48
品嚐	4.68	5.37
新奇	4.76	5.31
去	4.63	5.32
展品	4.69	5.36
無私	4.61	5.35
爭執	4.4	5.36
慷慨解囊	4.75	5.36
神經	4.61	5.34
時光	4.93	5.3
雙手	4.68	5.39
拉回	4.65	5.36
王	4.69	5.36
鮮肉	4.69	5.36
堅毅	4.85	5.24
耳朵	4.72	5.33
鄙視	4.7	5.32
帥哥	4.6	5.29
疾病	4.59	5.32
周	4.69	5.36
呀	4.65	5.38
婚姻	4.72	5.35
祈求	4.71	5.36
嘴角	4.66	5.39
世外桃源	4.74	5.36
國格	4.76	5.4
焚化爐	4.69	5.36
技巧	4.72	5.35
關卡	4.75	5.39
痊癒	4.62	5.32
過於	4.48	5.26
平易近人	4.9	5.21
政權	4.69	5.36
衝破	4.69	5.36
劉	4.69	5.36
發麻	4.57	5.26
保險費	4.73	5.36
南轅北轍	4.49	5.33
孤單	4.71	5.23
真心	4.77	5.33
率真	4.88	5.22
預告片	4.69	5.36
湯圓	4.69	5.36
重傷	4.57	5.41
霸道	4.75	5.29
慌張	4.22	5.2
誹謗	4.39	5.51
勝選	4.83	5.45
哀愁	4.85	5.35
別人	4.56	5.21
體驗	4.69	5.36
撻伐	4.48	5.46
爆笑	4.72	5.4
描寫	4.77	5.31
款款	4.66	5.26
典藏	4.69	5.36
莫名其妙	4.24	5.28
和緩	4.69	5.36
警覺	4.54	5.47
英靈	4.69	5.36
絢爛	4.69	5.36
獲頒	4.82	5.38
劇情	4.69	5.36
恭賀	4.67	5.41
無理	4.54	5.44
贈送	4.69	5.36
改判	4.48	5.44
場面	4.66	5.37
式微	4.7	5.36
困窘	4.63	5.38
劇	4.69	5.36
慘劇	4.65	5.39
安慰	4.7	5.38
老公	4.76	5.39
官司	4.59	5.4
感受	4.61	5.37
異性	4.55	5.32
公益	4.78	5.37
痛哭	4.48	5.33
環保局	4.69	5.36
寒流	4.69	5.36
僵持不下	4.53	5.45
災區	4.74	5.37
熱鬧滾滾	4.71	5.39
貪瀆	4.41	5.49
養眼	4.86	5.35
貪污罪	4.42	5.48
報警	4.56	5.37
腹部	4.64	5.35
死神	4.71	5.4
儀式	4.69	5.36
保證	4.67	5.31
露出	4.66	5.29
對峙	4.55	5.43
嘔心	4.13	5.25
忽略	4.69	5.36
怪罪	4.34	5.39
心臟	4.64	5.34
意外	4.5	5.41
天主	4.71	5.36
能	4.78	5.37
強姦案	4.47	5.45
騙走	4.45	5.36
魏	4.69	5.36
丰采	4.71	5.38
歡聲雷動	4.55	5.49
譏諷	4.61	5.48
關切	4.73	5.49
故事	4.71	5.35
一生	4.83	5.32
打滑	4.66	5.35
去職	4.69	5.36
倖存	4.69	5.36
留意	4.72	5.38
推給	4.28	5.42
心境	4.5	5.28
敗給	4.88	5.45
保費	4.73	5.36
不已	4.55	5.37
主角	4.69	5.36
強勁	4.72	5.34
竊取	4.41	5.46
最高法院	4.55	5.41
弄髒	4.45	5.27
病變	4.59	5.32
鍛鍊	4.72	5.33
違反	4.5	5.48
漫長	4.69	5.36
童趣	4.83	5.3
判	4.52	5.42
典禮	4.69	5.36
蹂躪	4.69	5.36
喪命	4.5	5.45
懺悔	4.69	5.37
色調	4.72	5.35
上前	4.56	5.37
猥褻	4.48	5.46
追打	4.33	5.43
實話	4.66	5.35
脊椎	4.64	5.34
負面	4.68	5.42
寒冷	4.69	5.36
無期徒刑	4.44	5.45
抱持	4.68	5.31
得獎人	4.91	5.39
新鮮	4.68	5.37
奶油	4.69	5.36
發願	4.69	5.36
眼睛	4.67	5.3
讓	4.85	5.41
髒亂	4.37	5.2
重建	4.69	5.36
屁股	4.63	5.34
衷心	4.58	5.33
未婚	4.71	5.35
歧見	4.63	5.36
換手	4.62	5.37
節制	4.69	5.36
罰則	4.57	5.41
上訴	4.56	5.41
國慶日	4.69	5.36
佛陀	4.69	5.36
愛心	4.79	5.35
唏噓	4.45	5.35
無情	4.61	5.26
輝	4.69	5.36
風化	4.69	5.36
想不開	4.63	5.3
憂鬱症	4.59	5.36
情不自禁	4.69	5.3
導演	4.83	5.38
著實	4.6	5.31
信念	4.76	5.36
頒給	4.82	5.38
激進	4.68	5.39
金牌	4.69	5.36
見狀	4.45	5.38
大吃一驚	4.64	5.41
溫度	4.71	5.33
勝出	4.92	5.47
末梢	4.63	5.33
生日	4.69	5.36
拉扯	4.43	5.43
同性戀	4.55	5.38
殺人犯	4.49	5.47
男人	4.8	5.35
撿拾	4.6	5.36
站立	4.69	5.36
主廚	4.7	5.37
銀牌	4.79	5.41
包容	4.82	5.33
閃避	4.59	5.42
毆打	4.18	5.57
能夠	4.78	5.37
谷底	4.69	5.34
揮舞	4.64	5.43
夢魘	4.73	5.42
說詞	4.41	5.36
睡	4.68	5.32
好聽	4.71	5.15
有意思	4.68	5.25
愛玩	4.72	5.34
病況	4.52	5.25
依法	4.57	5.46
尊敬	4.57	5.29
駁斥	4.6	5.4
休克	4.6	5.33
感動	4.82	5.37
選角	4.82	5.38
有錢人	4.6	5.37
烹煮	4.65	5.36
美美	4.73	5.35
強有力	4.7	5.38
賀電	4.69	5.37
相伴	4.73	5.35
滿心	4.65	5.34
鼓掌	4.71	5.35
行為	4.21	5.5
流血	4.5	5.35
古亭	4.69	5.36
打死	4.6	5.42
剛好	4.61	5.37
爸媽	4.72	5.34
難以置信	4.54	5.29
人間	4.66	5.39
發球權	4.69	5.39
動盪	4.6	5.37
晴朗	4.69	5.36
正在	4.69	5.36
親情	4.63	5.34
激憤	4.49	5.49
相聚	4.78	5.34
開胃	4.63	5.34
罹患	4.62	5.33
成長	4.7	5.36
快	4.69	5.36
孩子	4.62	5.37
筆調	4.77	5.31
駁回	4.54	5.42
世事	4.45	5.27
偶像	4.7	5.38
老爸	4.72	5.4
秀出	4.87	5.28
脖子	4.68	5.36
女兒	4.82	5.4
兇惡	4.89	5.2
拿下	4.97	5.49
冷靜下來	4.47	5.31
奧斯卡	4.98	5.43
呼喚	4.82	5.37
蝦	4.69	5.36
提起	4.57	5.41
親生	4.7	5.35
收藏	4.69	5.36
吃喝玩樂	4.69	5.36
敗訴	4.54	5.42
法院	4.56	5.41
雙眼	4.69	5.32
謊言	4.88	5.38
傑出	4.83	5.38
收益	4.65	5.35
發燒	4.6	5.29
氣味	4.68	5.34
手指	4.66	5.35
驚懼	4.61	5.3
不法	4.41	5.47
贏家	4.98	5.45
歌聲	4.93	5.21
劇本	4.83	5.38
細膩	4.82	5.17
創作	4.69	5.36
受損	4.64	5.36
彬	4.69	5.36
菜餚	4.69	5.36
反諷	4.61	5.32
抱頭痛哭	4.35	5.4
不忍	4.51	5.31
患者	4.6	5.31
沈痛	4.72	5.35
入圍	4.94	5.4
狂妄	4.61	5.3
關節	4.65	5.31
覺得	4.43	5.32
減退	4.56	5.29
清潔	4.69	5.36
震驚	4.73	5.37
良知	4.69	5.36
摔	4.66	5.41
證人	4.53	5.41
理性	4.63	5.38
腳	4.69	5.36
允諾	4.67	5.36
刻骨銘心	4.7	5.33
心意	4.59	5.3
擔綱	4.69	5.36
腦	4.65	5.35
熱戀	4.74	5.28
傷者	4.69	5.36
南門	4.69	5.36
流暢	4.81	5.26
菜單	4.69	5.36
爭吵	4.47	5.26
稱道	4.89	5.44
藥物	4.63	5.33
花樣年華	4.86	5.36
低俗	4.69	5.36
庭訊	4.46	5.48
史匹柏	4.69	5.36
已婚	4.71	5.35
筆觸	4.85	5.17
佳餚	4.65	5.37
歹徒	4.36	5.53
好多	4.57	5.28
哭	4.72	5.27
練習曲	4.68	5.28
風格	4.77	5.32
忍心	4.43	5.33
不適	4.62	5.33
祝	4.69	5.36
握手	4.69	5.36
檢討	4.69	5.38
批評	4.54	5.45
連勝	4.86	5.44
打招呼	4.69	5.34
揮手	4.56	5.34
犯罪	4.46	5.43
醫師	4.69	5.36
急漲	4.69	5.36
錢財	4.47	5.38
漏接	4.74	5.39
潘	4.69	5.36
歡唱	4.87	5.3
拔腿	4.49	5.38
得獎	4.95	5.4
情人節	4.81	5.37
世間	4.65	5.4
大放送	4.8	5.38
敬佩	4.75	5.3
雄	4.69	5.36
償還	4.64	5.34
氣溫	4.69	5.36
祈禱文	4.71	5.36
最愛	4.91	5.33
什麼	4.69	5.28
品格	4.8	5.35
茶	4.69	5.36
嚴詞	4.39	5.48
勒痕	4.68	5.37
風光	4.73	5.35
懂得	4.48	5.18
畫風	4.75	5.32
煩	4.58	5.28
提醒	4.65	5.38
受獎	4.91	5.39
